cancer_code,subtype,symbol,role,agent,agent_class,phase,treatment_path_tier,line_of_therapy,eligibility_note,indication,rationale,source
SARC,gist,PDGFRA,target,avapritinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,PDGFRA D842V GIST,Selective PDGFRA D842V inhibitor — NAVIGATOR trial,PMID:32615108
SARC,gist,NTRK1,target,larotrectinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,NTRK gene-fusion-positive solid tumors (tumor-agnostic),Tumor-agnostic NTRK inhibitor — relevant here to NTRK-fusion WT GIST,PMID:29466156
SARC,ewing_sarcoma,EWSR1,biomarker,,,,,,,,EWSR1-FLI1 t(11;22) fusion (~85%) or EWSR1-ERG — pathognomonic for Ewing sarcoma,PMID:1522903
SARC,ewing_sarcoma,FLI1,biomarker,,,,,,,,Fusion partner — IHC positive in Ewing,PMID:1522903
SARC,ewing_sarcoma,NKX2-2,biomarker,,,,,,,,Downstream EWSR1-FLI1 target; lineage marker,PMID:28864350
SARC,ewing_sarcoma,CD99,biomarker,,,,,,,,Membranous CD99 staining — sensitive but not specific Ewing IHC,PMID:28864350
SARC,ewing_sarcoma,CAV1,biomarker,,,,,,,,Caveolin-1 — marker of Ewing differentiation,PMID:17047056
SARC,ewing_sarcoma,PRAME,biomarker,,,,,,,,CT antigen expressed in Ewing; TCR-T target,
SARC,ewing_sarcoma,,target,trabectedin,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,relapsed Ewing,Alkylating agent — active in Ewing per single-agent and combo trials,PMID:25609059
SARC,ewing_sarcoma,CDK4,target,palbociclib,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,relapsed Ewing,CDK4/6 inhibitor — ongoing phase 2,PMID:37306107
SARC,ewing_sarcoma,,target,TK216,small_molecule,phase_1,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,relapsed Ewing,Small-molecule ETV fusion inhibitor — first-in-class trial,PMID:38954782
SARC,ewing_sarcoma,PRAME,target,IMA203,TCR-T,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,PRAME+ HLA-A*02+ Ewing,PRAME-directed TCR-T — basket phase 2 including Ewing,PMID:40205198
SARC,kinase_driven_sarcoma,EGFR,biomarker,,,,,,,,EGFR kinase-domain duplication / activating alteration — kinase-driver evidence; confirm with DNA/RNA structural-variant assay,PMID:26286086; PMID:39863531
SARC,kinase_driven_sarcoma,EGFR,target,EGFR TKI (afatinib / osimertinib),small_molecule,off_label,off_label,clinical_trial,off-label/trial follow-up; confirm EGFR KDD or activating EGFR alteration and trial availability,EGFR KDD / activating EGFR alteration in kinase-driven sarcoma,EGFR KDD is an oncogenic driver with TKI response precedent strongest outside sarcoma; rare sarcoma-like tumors with EGFR KDD are reported,PMID:26286086; PMID:30255937; PMID:39863531
THCA,,BRAF,biomarker,,,,,,,,V600E — most common mutation in papillary thyroid carcinoma (~50%); drives RAI resistance,PMID:25417114
THCA,,RET,biomarker,,,,,,,,RET fusions (CCDC6-RET etc.) in PTC — selpercatinib / pralsetinib eligibility,PMID:34118198
THCA,,HRAS,biomarker,,,,,,,,RAS-family mutation (H/N/KRAS Q61) — prevalent in follicular thyroid cancer,PMID:25417114
THCA,,NRAS,biomarker,,,,,,,,Most common RAS mutation in FTC; defines follicular subtype,PMID:25417114
THCA,,NTRK1,biomarker,,,,,,,,NTRK fusion — rare; larotrectinib / entrectinib eligibility,PMID:29466156
THCA,,TERT,biomarker,,,,,,,,Promoter mutation — adverse prognosis; common in anaplastic / poorly-differentiated,PMID:23766237
THCA,,TG,biomarker,,,,,,,,Thyroglobulin — lineage confirmation and serum recurrence marker,PMID:25417114
THCA,,NKX2-1,biomarker,,,,,,,,TTF-1 — thyroid lineage (also lung),PMID:25417114
THCA,,PAX8,biomarker,,,,,,,,Thyroid / gynecologic lineage,PMID:21285870
THCA,,TP53,biomarker,,,,,,,,Mutation in anaplastic thyroid carcinoma — adverse prognosis,PMID:25417114
THCA,,KDR,target,lenvatinib,small_molecule,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,RAI-refractory DTC,VEGFR multi-TKI — SELECT trial,PMID:25671254
THCA,,KDR,target,sorafenib,small_molecule,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,RAI-refractory DTC,VEGFR multi-TKI — DECISION trial,PMID:24768112
THCA,,KDR,target,cabozantinib,small_molecule,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,RAI-refractory DTC (2L),Multikinase TKI — COSMIC-311 trial,PMID:34237250
THCA,,BRAF,target,dabrafenib + trametinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,BRAF V600E anaplastic thyroid,BRAF/MEK combination — tumor-agnostic plus specific ATC approval,PMID:40844731
THCA,,RET,target,selpercatinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,RET-altered thyroid cancer,Selective RET inhibitor — approved for medullary + RET-fusion DTC,PMID:32846060
THCA,,RET,target,pralsetinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,RET-altered thyroid cancer,Selective RET inhibitor,PMID:34118198
THCA,,NTRK1,target,larotrectinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,NTRK gene-fusion-positive solid tumors (tumor-agnostic),Tumor-agnostic NTRK inhibitor — thyroid is a recurrent NTRK-fusion site,PMID:29466156
LGG,,IDH1,biomarker,,,,,,,,R132H mutation — majority of adult LGG; defines IDH-mutant class; gates vorasidenib eligibility,PMID:37272516
LGG,,IDH2,biomarker,,,,,,,,R172 mutation — less common than IDH1; also targeted by vorasidenib,PMID:37272516
LGG,,ATRX,biomarker,,,,,,,,Loss — astrocytoma lineage marker (combined with IDH-mutant and 1p/19q retained),PMID:26061751
LGG,,CDKN2A,biomarker,,,,,,,,Homozygous deletion — adverse prognosis in IDH-mutant astrocytoma; grade 4 criterion,PMID:34185076
LGG,,TERT,biomarker,,,,,,,,Promoter mutation — common in oligodendroglioma and GBM; diagnostic,PMID:24722048
LGG,,MGMT,biomarker,,,,,,,,Promoter methylation — temozolomide response predictor,PMID:15758009
LGG,,TP53,biomarker,,,,,,,,Mutation — astrocytoma lineage (excluded in oligodendroglioma),PMID:26061751
LGG,,BRAF,biomarker,,,,,,,,V600E — pediatric LGG / pilocytic astrocytoma; dabrafenib+trametinib eligibility,PMID:32818466
LGG,,IDH1,target,vorasidenib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,IDH-mutant residual/recurrent grade 2 LGG,Dual IDH1/2 inhibitor — INDIGO trial (2024 approval),PMID:37272516
LGG,,IDH2,target,vorasidenib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,IDH-mutant residual/recurrent grade 2 LGG,Dual IDH1/2 inhibitor — same drug covers both,PMID:37272516
LGG,,BRAF,target,dabrafenib + trametinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,BRAF V600E pediatric glioma,Tumor-agnostic plus pediatric LGG-specific approval,PMID:32818466
LGG,,MGMT,target,temozolomide,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,MGMT-methylated glioma,Alkylating chemo — efficacy tied to MGMT promoter methylation,PMID:15758009
GBM,,IDH1,biomarker,,,,,,,,Wild-type defines GBM per 2021 WHO; IDH-mutant is now classified as astrocytoma,PMID:34185076
GBM,,MGMT,biomarker,,,,,,,,Promoter methylation — temozolomide response predictor; ~40% of GBM,PMID:15758009
GBM,,EGFR,biomarker,,,,,,,,Amplification in ~40% of GBM; EGFRvIII variant in ~30% of amplified cases,PMID:24120142
GBM,,PTEN,biomarker,,,,,,,,Loss — common; adverse prognosis; PI3K-pathway activation,PMID:24120142
GBM,,CDKN2A,biomarker,,,,,,,,Deletion — very common; grade 4 criterion in IDH-mutant astrocytoma,PMID:34185076
GBM,,TP53,biomarker,,,,,,,,Mutation — more common in secondary GBM from astrocytoma,PMID:24120142
GBM,,TERT,biomarker,,,,,,,,Promoter mutation — near-universal in IDH-wildtype GBM,PMID:23530248
GBM,,NF1,biomarker,,,,,,,,Loss — mesenchymal subtype association,PMID:24120142
GBM,,H3F3A,biomarker,,,,,,,,K27M or G34R/V mutation — paediatric / diffuse midline glioma; grade-defining,PMID:22286061
GBM,,MGMT,target,temozolomide,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,MGMT-methylated GBM,Alkylating chemo — standard of care with radiation (Stupp protocol),PMID:15758009
GBM,,KDR,target,bevacizumab,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,recurrent GBM,Anti-VEGF — approved for recurrent disease,PMID:19114704
GBM,,EGFR,target,depatuxizumab mafodotin,ADC,phase_3,late_clinical,late_clinical,late-clinical follow-up; confirm trial or local availability,EGFR-amplified GBM,Anti-EGFR ADC — INTELLANCE trials (mixed results),PMID:35849035
CHOL,,FGFR2,biomarker,,,,,,,,Fusions and rearrangements in ~15% of intrahepatic cholangiocarcinoma; gate FGFR-inhibitor eligibility,PMID:36170665
CHOL,,IDH1,biomarker,,,,,,,,Mutation in ~20% of intrahepatic cholangiocarcinoma; ivosidenib eligibility,PMID:32416072
CHOL,,BRCA1,biomarker,,,,,,,,Germline/somatic mutation — PARP inhibitor basket eligibility,PMID:36882017
CHOL,,BRCA2,biomarker,,,,,,,,Germline/somatic mutation — PARP inhibitor basket eligibility,PMID:36882017
CHOL,,BAP1,biomarker,,,,,,,,Loss — cholangiocarcinoma subtype with distinct biology; mesothelioma overlap,PMID:28667006
CHOL,,ARID1A,biomarker,,,,,,,,Loss — chromatin-remodeling alteration common in cholangiocarcinoma,PMID:33344089
CHOL,,TP53,biomarker,,,,,,,,Mutation — adverse prognosis,PMID:28667006
CHOL,,KRAS,biomarker,,,,,,,,Mutation — extrahepatic cholangiocarcinoma; chemoresistance marker,PMID:32173382
CHOL,,ERBB2,biomarker,,,,,,,,Amplification — HER2-targeted therapy basket eligibility,PMID:34339623
CHOL,,MLH1,biomarker,,,,,,,,MMR — MSI-H cholangiocarcinoma for pembrolizumab,PMID:26028255
CHOL,,NTRK1,biomarker,,,,,,,,Rare NTRK fusion — larotrectinib eligibility (tumor-agnostic),PMID:29466156
CHOL,,FGFR2,target,pemigatinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,FGFR2-fusion cholangiocarcinoma,Selective FGFR1-3 inhibitor — FIGHT-202 trial,PMID:32203698
CHOL,,FGFR2,target,infigratinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,FGFR2-fusion cholangiocarcinoma,Selective FGFR inhibitor,PMID:34358484
CHOL,,FGFR2,target,futibatinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,FGFR2-fusion cholangiocarcinoma,Irreversible FGFR inhibitor — FOENIX-CCA2 trial,PMID:36652354
CHOL,,IDH1,target,ivosidenib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,IDH1-mutant cholangiocarcinoma,IDH1 inhibitor — ClarIDHy trial,PMID:32416072
CHOL,,BRAF,target,dabrafenib + trametinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,BRAF V600E cholangiocarcinoma,Tumor-agnostic BRAF/MEK,PMID:32818466
CHOL,,ERBB2,target,trastuzumab + pertuzumab,antibody,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,HER2-amplified cholangiocarcinoma,HER2-targeted antibody combo — MyPathway basket,PMID:34339623
CHOL,,NTRK1,target,larotrectinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,NTRK gene-fusion-positive solid tumors (tumor-agnostic),Tumor-agnostic NTRK inhibitor — cholangiocarcinoma is a recurrent NTRK-fusion site,PMID:29466156
CHOL,,CD274,target,pembrolizumab,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,MSI-H / dMMR cholangiocarcinoma,Tumor-agnostic checkpoint IO,PMID:31682550
OV,,BRCA1,biomarker,,,,,,,,Germline/somatic mutation — PARP inhibitor maintenance eligibility; 20-25% of HGSOC,PMID:22452356
OV,,BRCA2,biomarker,,,,,,,,Germline/somatic mutation — PARP inhibitor maintenance eligibility,PMID:22452356
OV,,PALB2,biomarker,,,,,,,,HR-pathway gene — PARP basket eligibility,PMID:24240112
OV,,RAD51C,biomarker,,,,,,,,HR-pathway gene — PARP basket eligibility; alongside RAD51D,PMID:24240112
OV,,RAD51D,biomarker,,,,,,,,HR-pathway gene — PARP basket eligibility,PMID:24240112
OV,,TP53,biomarker,,,,,,,,Mutation — near-universal in HGSOC; defines high-grade serous vs low-grade serous,PMID:22452356
OV,,PAX8,biomarker,,,,,,,,Müllerian lineage — diagnostic for gynaecologic origin,PMID:21285870
OV,,WT1,biomarker,,,,,,,,Serous lineage — IHC marker; distinguishes HGSOC from endometrioid ovarian,PMID:22452356
OV,,FOLR1,biomarker,,,,,,,,Folate receptor alpha — mirvetuximab soravtansine eligibility (FRα-high platinum-resistant),PMID:40508029
OV,,CD274,biomarker,,,,,,,,PD-L1 — MSI-H / dMMR subset for checkpoint IO,PMID:31682550
OV,,BRCA1,target,olaparib,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,BRCA-mut HGSOC,First PARP inhibitor approved — maintenance after platinum response (SOLO-1),PMID:30345884
OV,,BRCA2,target,olaparib,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,BRCA-mut HGSOC,PARP inhibitor maintenance — extends PFS dramatically,PMID:30345884
OV,,BRCA1,target,niraparib,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,HGSOC maintenance,PARP inhibitor — broader maintenance indication (BRCA-mut and BRCA-wt),PMID:31562799
OV,,BRCA1,target,rucaparib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,BRCA-mut HGSOC,PARP inhibitor,PMID:27908594
OV,,FOLR1,target,mirvetuximab soravtansine (Elahere),ADC,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,FRα-high platinum-resistant HGSOC,FRα-directed ADC — first-in-class,PMID:40508029
OV,,KDR,target,bevacizumab,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,HGSOC maintenance / recurrence,Anti-VEGF — approved with chemo and as maintenance,PMID:24864163
OV,,CD274,target,pembrolizumab,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,MSI-H / dMMR OV,Tumor-agnostic checkpoint IO for MSI-H subset,PMID:31682550
TGCT,,KIT,biomarker,,,,,,,,Seminoma-restricted expression; CD117 IHC diagnostic,PMID:20410807
TGCT,,AFP,biomarker,,,,,,,,Alpha-fetoprotein — serum marker for non-seminomatous germ cell tumors,PMID:39685906
TGCT,,CGB1,biomarker,,,,,,,,beta-hCG — serum marker for choriocarcinoma / non-seminoma,PMID:39685906
TGCT,,POU5F1,biomarker,,,,,,,,OCT4 — embryonal/seminoma stem-cell lineage marker,PMID:20410807
TGCT,,NANOG,biomarker,,,,,,,,Pluripotency factor — germ cell / seminoma lineage,PMID:20410807
TGCT,,SOX2,biomarker,,,,,,,,Embryonal carcinoma lineage marker,PMID:20410807
TGCT,,SALL4,biomarker,,,,,,,,Stem-cell factor — diagnostic IHC for germ cell tumors,PMID:20410807
TGCT,,LDHA,biomarker,,,,,,,,Lactate dehydrogenase (LDH) — serum marker; prognostic in bulky disease,PMID:39685906
NUTM,,NUTM1,biomarker,,,,,,,,Pathognomonic fusion partner — BRD4-NUTM1 / BRD3-NUTM1 / NSD3-NUTM1 defines NUT carcinoma,PMID:12543779
NUTM,,BRD4,biomarker,,,,,,,,BRD4-NUTM1 most common fusion; BET-inhibitor target,PMID:35372003
NUTM,,BRD3,biomarker,,,,,,,,BRD3-NUTM1 in ~30%; biologically similar to BRD4 variant,PMID:22017582
NUTM,,NSD3,biomarker,,,,,,,,NSD3-NUTM1 in ~10% of NUT carcinoma; emerging variant,PMID:24875858
NUTM,,MYC,biomarker,,,,,,,,Major BRD4-NUT downstream output; drives proliferation program,PMID:23604113
NUTM,,TP63,biomarker,,,,,,,,ΔNp63 isoform overexpressed; squamous-like differentiation program,PMID:38708903
NUTM,,SOX2,biomarker,,,,,,,,Stem-cell program; commonly expressed in NUT carcinoma,PMID:24736545
NUTM,,KRT5,biomarker,,,,,,,,Cytokeratin — squamous-like differentiation signal in NUT carcinoma,PMID:38708903
NUTM,,CDKN2A,biomarker,,,,,,,,Frequently deleted — p16 loss additional cooperating lesion,
NUTM,,BRD4,target,molibresib (GSK525762),small_molecule,phase_1,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,NUT carcinoma,First-in-class BET bromodomain inhibitor — targets BRD4-NUT driver directly,PMID:34724226
NUTM,,BRD4,target,birabresib (OTX015/MK-8628),small_molecule,phase_1,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,NUT carcinoma,BET inhibitor — early clinical activity in NUT carcinoma,PMID:26976114
NUTM,,BRD4,target,BMS-986158,small_molecule,phase_1,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,NUT carcinoma,BET inhibitor trials in NUT carcinoma and hematologic malignancies,PMID:36077617
NUTM,,BRD4,target,NUV-868,small_molecule,phase_1,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,NUT carcinoma,BD2-selective BET inhibitor; improved tolerability profile,PMID:41737331
NUTM,,EP300,target,EP31670 (NEO2734),small_molecule,phase_1,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,NUT carcinoma,Dual BET/CBP/p300 strategy; p300/CBP HAT inhibition disrupts BRD4-NUT megadomains and may address BET-inhibitor resistance,PMID:32366905
NUTM,,PRAME,target,IMA203,TCR-T,phase_1,trial_follow_up,clinical_trial,clinical-trial follow-up; HLA-A*02 and PRAME expression required; NUT carcinoma use is a transfer hypothesis not a diagnosis-specific standard,PRAME+ HLA-A*02+ recurrent/refractory advanced solid tumors,PRAME-directed TCR-T showed phase 1 activity across solid tumors; PRAME can be derepressed in NUT carcinoma,PMID:40205198
NUTM,,MAGEA4,target,afami-cel (afamitresgene autoleucel),TCR-T,phase_1,trial_follow_up,clinical_trial,clinical-trial follow-up; HLA-A*02 and MAGE-A4 expression required; NUT carcinoma use is a transfer hypothesis not a diagnosis-specific standard,MAGE-A4+ HLA-A*02+ advanced solid tumors,MAGE-A4-directed TCR-T has solid-tumor phase 1 evidence and an approved synovial-sarcoma path; apply to NUT carcinoma only as trial/transfer rationale,PMID:36624315
NUTM,,HDAC1,target,vorinostat,small_molecule,off_label,off_label,off_label,off-label follow-up; confirm rationale and alternatives,NUT carcinoma,HDAC inhibitor — synergizes with BET-i preclinically; case reports of clinical benefit,PMID:21447744
ACC,,INHA,biomarker,,,,,,,,Inhibin α — adrenal cortex lineage marker; diagnostic IHC,
ACC,,NR5A1,biomarker,,,,,,,,SF1 / steroidogenic factor 1 — adrenocortical differentiation marker,
ACC,,STAR,biomarker,,,,,,,,Steroidogenic acute regulatory protein — adrenal-restricted,
ACC,,TP53,biomarker,,,,,,,,Somatic and germline (Li-Fraumeni) inactivation — predicts aggressive course,PMID:27165744
ACC,,CTNNB1,biomarker,,,,,,,,Activating mutations — Wnt pathway driver; worse prognosis,PMID:27165744
ACC,,IGF2,biomarker,,,,,,,,Overexpressed in ~90% ACC; proposed but unproven therapy target,PMID:36169175
ACC,,MKI67,biomarker,,,,,,,,Ki-67 >10% proliferation index — independent predictor of recurrence,PMID:18187873
ACC,,NR5A1,target,mitotane,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,advanced/metastatic ACC,Adrenolytic — standard first-line single-agent therapy in ACC,PMID:17554118
ACC,,CTLA4,target,ipilimumab,antibody,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,advanced ACC,Anti-CTLA4; modest activity in trials; limited without nivolumab combo,PMID:39067873
ACC,,PDCD1,target,pembrolizumab,antibody,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,PD-L1+ / MSI-H ACC,Anti-PD1; limited activity overall but responders documented in MSI-H subset,PMID:31644329
KICH,,KIT,biomarker,,,,,,,,CD117 diffuse IHC — defining KICH; distinguishes from KIRC oncocytoma,PMID:17683191
KICH,,KRT7,biomarker,,,,,,,,CK7 diffuse — chromophobe lineage marker; negative in KIRC,PMID:17683191
KICH,,TP53,biomarker,,,,,,,,Recurrent mutation in KICH; associated with sarcomatoid dedifferentiation,PMID:25155756
KICH,,PTEN,biomarker,,,,,,,,Loss in subset of KICH; PI3K-mTOR pathway activation,PMID:25155756
KICH,,MET,target,cabozantinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,advanced RCC (non-clear-cell) incl KICH,MET/VEGFR/AXL TKI — approved for advanced RCC; best evidence in papillary/non-clear,PMID:33592176
KICH,,VEGFA,target,sunitinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,advanced RCC,VEGFR/PDGFR TKI — included in combined non-clear-cell RCC trials,PMID:17215530
KICH,,PDCD1,target,nivolumab,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,advanced RCC,Anti-PD1; approved in combination settings for advanced RCC,PMID:26406148
KIRP,,MET,biomarker,,,,,,,,Germline and somatic activating mutations — Type 1 papillary driver,PMID:26536169
KIRP,,CDKN2A,biomarker,,,,,,,,9p21 deletion — Type 2 papillary; worse prognosis,PMID:26536169
KIRP,,NF2,biomarker,,,,,,,,Recurrent in Type 2 KIRP; Hippo pathway activation,PMID:26536169
KIRP,,FH,biomarker,,,,,,,,HLRCC syndrome — germline fumarate hydratase loss; aggressive Type 2 variant,PMID:26536169
KIRP,,SETD2,biomarker,,,,,,,,Chromatin regulator — frequently mutated in Type 2 KIRP,PMID:26536169
KIRP,,MET,target,cabozantinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,advanced papillary RCC,FDA-approved for advanced RCC; Type 1 MET-mut papillary may respond preferentially,PMID:33592176
KIRP,,MET,target,savolitinib,small_molecule,phase_3,late_clinical,late_clinical,late-clinical follow-up; confirm trial or local availability,MET-driven papillary RCC,Selective MET inhibitor; positive SAMETA trial subset,PMID:39255440
KIRP,,PDCD1,target,pembrolizumab,antibody,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,advanced papillary RCC,Approved with lenvatinib or as monotherapy post-TKI,PMID:41193356
MESO,,BAP1,biomarker,,,,,,,,Loss-of-function in ~60% pleural MESO; germline predisposition; IHC diagnostic,PMID:21642991
MESO,,NF2,biomarker,,,,,,,,Loss in ~40% pleural MESO; Hippo pathway activation,PMID:26928227
MESO,,CDKN2A,biomarker,,,,,,,,9p21 homozygous deletion in ~70% — key diagnostic and prognostic,PMID:26928227
MESO,,WT1,biomarker,,,,,,,,Diagnostic IHC — distinguishes MESO from adenocarcinoma,PMID:18318582
MESO,,MSLN,biomarker,,,,,,,,Mesothelin — highly expressed; serum biomarker and therapy target,PMID:15217923
MESO,,CALB2,biomarker,,,,,,,,Calretinin — defining mesothelial-lineage IHC marker,PMID:18318582
MESO,,PDCD1,target,nivolumab + ipilimumab,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,unresectable pleural MESO,CheckMate-743 — first-line combined IO; approved 2020,PMID:33485464
MESO,,TYMS,target,pemetrexed + cisplatin,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,unresectable MESO,Antifolate + platinum — historical standard of care,PMID:12860938
MESO,,MSLN,target,anetumab ravtansine (BAY 94-9343),ADC,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,MSLN-high MESO,Anti-MSLN maytansinoid ADC; missed primary endpoint but responders documented,PMID:39197359
MESO,,VEGFA,target,bevacizumab,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,pleural MESO + pem/cis,Anti-VEGF — MAPS trial showed OS benefit added to pem/cis,PMID:26719230
PCPG,,SDHB,biomarker,,,,,,,,Germline/somatic loss — metastatic risk; SDHx immunostain-negative PCC,PMID:35026032
PCPG,,VHL,biomarker,,,,,,,,Germline inactivation — von Hippel-Lindau syndrome PCC,PMID:35026032
PCPG,,RET,biomarker,,,,,,,,Germline activating mutation — MEN2 syndrome; pheo + medullary thyroid,PMID:8099202
PCPG,,NF1,biomarker,,,,,,,,Neurofibromatosis type 1 — pheo predisposition,PMID:35026032
PCPG,,CHGA,biomarker,,,,,,,,Chromogranin A — serum marker + NE lineage IHC,PMID:38380475
PCPG,,TH,biomarker,,,,,,,,Tyrosine hydroxylase — catecholamine-synthesis lineage marker,PMID:28986989
PCPG,,MAX,biomarker,,,,,,,,Germline loss — MYC-associated-X; bilateral pheo predisposition,PMID:28384794
PCPG,,SLC6A2,target,iobenguane I-131 ([131I]-MIBG),radioligand,approved,approved_later_line,later_line_approved,confirm imaging/eligibility and prior-line requirements,iobenguane-scan-positive metastatic PCC/PGL,Norepinephrine-transporter (SLC6A2)-directed radionuclide; MIBG uptake via NET — approved 2018,PMID:30291194
PCPG,,VEGFA,target,sunitinib,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,advanced PCC/PGL,FIRSTMAPPP trial — PFS benefit vs placebo,PMID:38402886
PCPG,,EPAS1,target,belzutifan,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,VHL / SDHB pheochromocytoma,HIF2α inhibitor — approved in VHL syndrome-associated PCC,PMID:34818478
READ,,MLH1,biomarker,,,,,,,,MMR loss — MSI-H; gates pembrolizumab / dostarlimab,PMID:26028255
READ,,MSH2,biomarker,,,,,,,,MMR gene — MSI-H / Lynch association,PMID:26028255
READ,,KRAS,biomarker,,,,,,,,Codon 12/13/61 mutation — precludes anti-EGFR therapy,PMID:18316791
READ,,NRAS,biomarker,,,,,,,,Exon 2-4 mutation — precludes anti-EGFR therapy,PMID:24024839
READ,,BRAF,biomarker,,,,,,,,V600E mutation — poor prognosis; gates BRAF+anti-EGFR combo,PMID:31566309
READ,,ERBB2,biomarker,,,,,,,,HER2 amplification in ~3% — trastuzumab+tucatinib,PMID:27108243
READ,,TP53,biomarker,,,,,,,,Frequent somatic mutation; prognostic in some contexts,PMID:22810696
READ,,EGFR,target,cetuximab,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,KRAS/NRAS/BRAF-WT mCRC,Anti-EGFR monoclonal; approved for RAS-WT mCRC,PMID:19339720
READ,,BRAF,target,encorafenib + cetuximab,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,BRAF V600E mCRC,BEACON trial — approved for BRAF V600E mCRC after first-line failure,PMID:31566309
READ,,PDCD1,target,pembrolizumab,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,MSI-H / dMMR mCRC,KEYNOTE-177 — first-line in MSI-H mCRC,PMID:33264544
READ,,ERBB2,target,trastuzumab + tucatinib,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,HER2-amp mCRC,MOUNTAINEER — approved 2023 for HER2-amp RAS-WT mCRC,PMID:40019490
